time,heart_rate,spo2,temperature
2024-09-01 00:00:00,162,95.30299740602365,38.76231341576105
2024-09-01 00:01:00,111,98.6994956740005,35.12254276882457
2024-09-01 00:02:00,152,94.12874731959863,38.00696751802377
2024-09-01 00:03:00,74,93.39783070051716,38.365499864543985
2024-09-01 00:04:00,166,99.41677402032461,36.108242901671
2024-09-01 00:05:00,131,94.41094832973769,35.85885747807925
2024-09-01 00:06:00,120,88.89325649909624,38.659283574344826
2024-09-01 00:07:00,80,89.38586535771611,38.056006781922896
2024-09-01 00:08:00,162,95.57959963803891,35.45352283842801
2024-09-01 00:09:00,142,96.03154890838279,35.84878902206561
2024-09-01 00:10:00,146,89.55244347683522,37.48542061997022
2024-09-01 00:11:00,134,90.18015966889496,36.67766771558757
2024-09-01 00:12:00,134,99.86584763108631,37.0166974817516
2024-09-01 00:13:00,147,86.52928824370416,38.80616974040907
2024-09-01 00:14:00,176,91.06967542660149,36.680941852767894
2024-09-01 00:15:00,159,85.9367129679626,38.526727983257075
2024-09-01 00:16:00,163,97.31617542997361,37.642978874642296
2024-09-01 00:17:00,83,86.38518758418148,35.48647783485423
2024-09-01 00:18:00,62,95.11011034694067,37.97802814659088
2024-09-01 00:19:00,81,85.84725136005223,37.08083629582526
2024-09-01 00:20:00,112,95.09282556714537,35.90038900156795
2024-09-01 00:21:00,61,97.64555420391555,36.15819729232919
2024-09-01 00:22:00,147,90.98232290386086,37.229329699003
2024-09-01 00:23:00,167,92.83189740148265,37.406809960583175
2024-09-01 00:24:00,89,91.02312607007924,38.87270561611792
2024-09-01 00:25:00,97,89.50733137948959,38.418880545642374
2024-09-01 00:26:00,61,97.04895100940692,35.823357147981106
2024-09-01 00:27:00,123,89.08003860596484,38.09596828226858
2024-09-01 00:28:00,119,95.84415136584171,35.03316723260658
2024-09-01 00:29:00,80,88.09295618882804,35.519233844660576
2024-09-01 00:30:00,92,88.74780694117494,35.798801664265135
2024-09-01 00:31:00,135,90.04691743865818,37.38879741063655
2024-09-01 00:32:00,117,93.83734566090682,35.77874002520075
2024-09-01 00:33:00,81,91.81633478739312,36.46109176814123
2024-09-01 00:34:00,167,96.17717214741731,35.97111912856832
2024-09-01 00:35:00,148,88.20350950504289,36.349666497519856
2024-09-01 00:36:00,108,85.16008431773251,38.76980577893627
2024-09-01 00:37:00,150,96.6483620767783,38.98950541038172
2024-09-01 00:38:00,118,97.32474000820109,37.742888425056435
2024-09-01 00:39:00,101,85.89220244662584,37.289231485822725
2024-09-01 00:40:00,151,94.16361283237595,37.83379138326513
2024-09-01 00:41:00,119,90.67310175809617,38.08660880167563
2024-09-01 00:42:00,139,96.90843482791774,37.95605097443806
2024-09-01 00:43:00,74,98.11621831294718,35.32757011280002
2024-09-01 00:44:00,121,97.76505650195874,36.241173677147096
2024-09-01 00:45:00,121,96.65806371026278,36.373725527158996
2024-09-01 00:46:00,106,89.03578343113244,36.477017896600564
2024-09-01 00:47:00,121,97.17834465352475,36.37725511460617
2024-09-01 00:48:00,110,93.00217713859439,38.14836918980131
2024-09-01 00:49:00,167,85.79134922248136,37.99041867153751
2024-09-01 00:50:00,114,91.85408274847373,35.018401211570605
2024-09-01 00:51:00,175,99.1323687554499,36.18552609397888
2024-09-01 00:52:00,123,98.31789024603329,37.494654591141305
2024-09-01 00:53:00,62,86.53396421495674,35.4810624879552
2024-09-01 00:54:00,160,96.16190028571555,35.28479317794213
2024-09-01 00:55:00,110,97.08689298937352,38.31359247799393
2024-09-01 00:56:00,66,89.07082282355147,36.81073708868828
2024-09-01 00:57:00,80,92.07412856111638,38.42274947168342
2024-09-01 00:58:00,132,95.66481912195525,38.29421090870626
2024-09-01 00:59:00,98,91.58562233231721,38.57348208856234
2024-09-01 01:00:00,77,86.69195378299865,35.193098254242585
2024-09-01 01:01:00,63,95.58823667022583,35.74452026443354
2024-09-01 01:02:00,148,98.67458034602956,36.184572657605685
2024-09-01 01:03:00,119,94.78727092609236,35.54492155135144
2024-09-01 01:04:00,73,96.60701122853551,36.94187928314285
2024-09-01 01:05:00,173,90.37543803486743,38.195907560156236
2024-09-01 01:06:00,68,87.74797367689952,38.804727243398816
2024-09-01 01:07:00,149,94.64160492427439,38.55829653790586
2024-09-01 01:08:00,112,89.91656808761829,36.829346720063235
2024-09-01 01:09:00,61,97.9011027848469,37.54596440548381
2024-09-01 01:10:00,143,86.8394207496701,35.92278449379461
2024-09-01 01:11:00,151,91.50195549599685,36.61203599972768
2024-09-01 01:12:00,170,90.95091400702579,38.48473038168001
2024-09-01 01:13:00,119,99.07080780330895,35.11679008807792
2024-09-01 01:14:00,130,87.29702200906605,37.1310370905739
2024-09-01 01:15:00,103,85.14770237518016,38.49119319159608
2024-09-01 01:16:00,67,88.57127819210676,35.488039495403044
2024-09-01 01:17:00,106,97.30415289652981,38.93018480780449
2024-09-01 01:18:00,94,88.13982724070526,35.049565855924676
2024-09-01 01:19:00,137,88.61317095558223,38.54448004585266
2024-09-01 01:20:00,140,86.94848206805216,36.41469029757987
2024-09-01 01:21:00,95,95.7315430491481,35.53076232671105
2024-09-01 01:22:00,109,86.03761285758125,35.62943270101814
2024-09-01 01:23:00,163,89.96812453492782,37.80471487341708
2024-09-01 01:24:00,63,89.23748089931446,38.48287870662378
2024-09-01 01:25:00,61,93.32739594685232,37.564265415227155
2024-09-01 01:26:00,65,95.95624397529603,38.71489988544301
2024-09-01 01:27:00,113,92.9931465204512,38.36991518022759
2024-09-01 01:28:00,165,98.96538989462601,35.0361272277626
2024-09-01 01:29:00,63,99.27163958330998,37.67771865772054
2024-09-01 01:30:00,113,90.42197992747774,36.21853875485717
2024-09-01 01:31:00,152,96.66520564412339,36.81800004688164
2024-09-01 01:32:00,122,96.08202074902285,35.37612299253691
2024-09-01 01:33:00,77,98.39446887557241,36.1283966474866
2024-09-01 01:34:00,149,91.71915460311556,37.53074386973003
2024-09-01 01:35:00,103,92.95709780796689,35.87352852102529
2024-09-01 01:36:00,93,91.2366147037236,37.590146673084774
2024-09-01 01:37:00,133,97.75565378949558,38.69212868318669
2024-09-01 01:38:00,121,88.44553473043202,35.01976122001983
2024-09-01 01:39:00,159,88.59563617363668,38.14308287891944
2024-09-01 01:40:00,73,90.5890765536562,37.565275520652754
2024-09-01 01:41:00,154,88.45514248153526,35.186531050935166
2024-09-01 01:42:00,107,93.4151025462238,38.16066854898088
2024-09-01 01:43:00,74,87.01735159743254,35.89808414054853
2024-09-01 01:44:00,131,89.80279329106082,36.0632821628905
2024-09-01 01:45:00,137,98.70167047713385,35.374062729877494
2024-09-01 01:46:00,146,91.13838220287694,37.137519261373036
2024-09-01 01:47:00,121,96.22350574740264,36.992894961072906
2024-09-01 01:48:00,99,86.70193287559862,36.38869802534516
2024-09-01 01:49:00,144,88.71346762212677,35.67501523106709
2024-09-01 01:50:00,139,97.11018431800552,38.351814217996264
2024-09-01 01:51:00,168,96.44489404434542,38.505513720270685
2024-09-01 01:52:00,141,90.79233877890732,37.16231844285469
2024-09-01 01:53:00,170,99.31595353050211,35.97690133439751
2024-09-01 01:54:00,112,98.65964523751818,35.38444026279473
2024-09-01 01:55:00,83,99.43451123668359,38.47417666996625
2024-09-01 01:56:00,85,91.41872035281678,35.38421087835822
2024-09-01 01:57:00,148,87.96210375528524,35.05272015099781
2024-09-01 01:58:00,119,94.39987958637012,36.87759030935455
2024-09-01 01:59:00,168,95.27159737418798,37.925084087917334
2024-09-01 02:00:00,100,86.8816267667578,36.830148017908165
2024-09-01 02:01:00,88,96.79724551443859,35.205642427946145
2024-09-01 02:02:00,74,85.27090329639941,37.76011645368729
2024-09-01 02:03:00,104,92.24092581215174,37.5693304822314
2024-09-01 02:04:00,124,89.96524389242342,37.72611892449822
2024-09-01 02:05:00,148,96.10454589848626,35.844809965396195
2024-09-01 02:06:00,130,89.69141091132724,38.1827936365808
2024-09-01 02:07:00,68,97.40210669171549,36.91667284699253
2024-09-01 02:08:00,147,93.92430233171216,37.14541124236176
2024-09-01 02:09:00,60,96.90840042643109,37.183320038617
2024-09-01 02:10:00,167,99.84010956759435,36.147225748284804
2024-09-01 02:11:00,67,95.18737518615335,36.00053641734817
2024-09-01 02:12:00,147,99.77425474542466,35.01906452192615
2024-09-01 02:13:00,122,85.43254490382559,36.5864413682216
2024-09-01 02:14:00,70,90.07209982725712,36.94041193575626
2024-09-01 02:15:00,174,86.61779896843464,37.97121498262119
2024-09-01 02:16:00,140,88.93457397076659,35.2665078437772
2024-09-01 02:17:00,67,97.58331848688661,38.695957649594845
2024-09-01 02:18:00,94,85.48484897989135,36.05583387298817
2024-09-01 02:19:00,94,92.80274403598591,36.46688276051299
2024-09-01 02:20:00,92,93.5069306129856,35.193449862381044
2024-09-01 02:21:00,64,93.41726720007934,37.61254564327249
2024-09-01 02:22:00,165,92.12945610734883,37.83569118955947
2024-09-01 02:23:00,162,96.85904447154633,38.71516486915906
2024-09-01 02:24:00,100,87.00314634258326,36.347316013260915
2024-09-01 02:25:00,87,89.65865523326181,36.029474919512936
2024-09-01 02:26:00,66,94.23589080167758,37.90434601428348
2024-09-01 02:27:00,132,95.36427049401934,37.82720355377171
2024-09-01 02:28:00,131,91.06222647665584,38.74849623141355
2024-09-01 02:29:00,71,98.1305689499085,35.821274496933135
2024-09-01 02:30:00,93,91.23240095043872,37.821170490778144
2024-09-01 02:31:00,92,91.041642015225,35.267474308757414
2024-09-01 02:32:00,107,85.54310892231078,36.921472427028874
2024-09-01 02:33:00,178,93.26712004292101,35.477563109062835
2024-09-01 02:34:00,82,95.63021257767858,37.61258395237789
2024-09-01 02:35:00,121,86.71657245275271,37.405867046766744
2024-09-01 02:36:00,147,89.58149149131806,35.195331734518916
2024-09-01 02:37:00,96,96.71885430674278,36.27847129033903
2024-09-01 02:38:00,158,90.48879153120363,36.58013452910701
2024-09-01 02:39:00,103,88.6240369306006,35.992241078051855
2024-09-01 02:40:00,163,95.08300995347668,35.15468017607524
2024-09-01 02:41:00,145,87.95138166507483,36.275287584424234
2024-09-01 02:42:00,150,98.43479379374764,38.170499605803315
2024-09-01 02:43:00,94,86.58397594039211,36.44043635436657
2024-09-01 02:44:00,124,95.5982470342424,36.29347902093741
2024-09-01 02:45:00,158,92.49323051929562,38.76701255164634
2024-09-01 02:46:00,160,98.0489434359549,35.166522874858
2024-09-01 02:47:00,106,86.89292636539355,38.06915278256793
2024-09-01 02:48:00,137,95.16842377744132,36.9323743932574
2024-09-01 02:49:00,62,93.58081958772073,38.77785003004216
2024-09-01 02:50:00,60,92.2013521336007,36.573882976653564
2024-09-01 02:51:00,64,92.37110895149003,37.832169348022084
2024-09-01 02:52:00,149,95.82965442697797,35.27974145756206
2024-09-01 02:53:00,178,99.06612482402232,38.715089702335526
2024-09-01 02:54:00,73,86.36877488678572,36.37817066719437
2024-09-01 02:55:00,162,85.2925397141578,37.09601830313714
2024-09-01 02:56:00,86,97.08557188721805,35.55392643505187
2024-09-01 02:57:00,68,86.6225408132614,38.78223148488097
2024-09-01 02:58:00,138,99.80045194120636,37.69188161571957
2024-09-01 02:59:00,74,94.29022373438255,35.21578990734445
2024-09-01 03:00:00,149,94.7629959288121,35.62082711671713
2024-09-01 03:01:00,101,87.98337554407026,36.5993359905706
2024-09-01 03:02:00,136,88.60468465445011,35.867084049537084
2024-09-01 03:03:00,110,94.89025454648875,36.21850227806532
2024-09-01 03:04:00,122,98.64590256901295,38.989964643504706
2024-09-01 03:05:00,155,99.7358583177635,37.63459478859921
2024-09-01 03:06:00,162,87.9704641994664,38.68887040925781
2024-09-01 03:07:00,172,87.01179434064686,36.743193499417316
2024-09-01 03:08:00,111,85.84602036641186,37.84112913796227
2024-09-01 03:09:00,155,98.02445527241991,36.838761168645156
2024-09-01 03:10:00,63,89.42072270284703,36.312898171420095
2024-09-01 03:11:00,153,85.02718050803877,37.07669258600423
2024-09-01 03:12:00,160,88.35727129084643,36.70924416714995
2024-09-01 03:13:00,82,90.10661620149128,38.92216259472278
2024-09-01 03:14:00,162,99.86479254245027,36.984665620865606
2024-09-01 03:15:00,168,92.85312390785623,38.24445253159518
2024-09-01 03:16:00,74,88.07070921392652,37.667277873183394
2024-09-01 03:17:00,102,90.02227517070176,36.91850894886969
2024-09-01 03:18:00,88,89.95461531335317,36.89660028986535
2024-09-01 03:19:00,95,85.29588619694763,36.36756046824815
2024-09-01 03:20:00,72,87.02774581257145,35.427927230528226
2024-09-01 03:21:00,91,95.42794689554816,38.045877315749266
2024-09-01 03:22:00,130,86.80376479856102,38.67237917280215
2024-09-01 03:23:00,118,88.46101414909178,35.87181941864047
2024-09-01 03:24:00,174,90.26105947606463,38.70269397571679
2024-09-01 03:25:00,145,96.3660241675344,35.92921687223311
2024-09-01 03:26:00,87,93.7360144730191,37.1203164079351
2024-09-01 03:27:00,125,95.33499977482853,36.37448798450855
2024-09-01 03:28:00,101,93.50518488130258,35.458035143649035
2024-09-01 03:29:00,104,95.25388637832803,35.21135349982219
2024-09-01 03:30:00,121,85.04263230495958,36.46138612857691
2024-09-01 03:31:00,116,98.96347216557145,35.18937545819776
2024-09-01 03:32:00,176,86.6638034631221,35.4168257501514
2024-09-01 03:33:00,65,91.09373643965357,35.56919031519194
2024-09-01 03:34:00,87,96.56557555367283,35.00766282471599
2024-09-01 03:35:00,87,91.52846077014136,35.61300886337462
2024-09-01 03:36:00,167,99.20263827501273,37.309114721513495
2024-09-01 03:37:00,103,92.0138342274815,38.27809248838375
2024-09-01 03:38:00,143,98.12409108404007,35.77371983763228
2024-09-01 03:39:00,89,97.16242170043407,35.32349041539
2024-09-01 03:40:00,121,99.71479454198024,37.91805679374349
2024-09-01 03:41:00,134,98.89821671126464,35.03265084582886
2024-09-01 03:42:00,178,98.47185752069318,37.93664840814552
2024-09-01 03:43:00,151,95.97406510779203,35.524468943467525
2024-09-01 03:44:00,148,90.50497220902331,35.91314024847762
2024-09-01 03:45:00,162,86.59188127847354,35.480279643552116
2024-09-01 03:46:00,121,95.32967578396585,35.98935262820558
2024-09-01 03:47:00,156,99.67981122006947,38.19270375384718
2024-09-01 03:48:00,60,95.89906655997804,35.530176420500304
2024-09-01 03:49:00,86,98.93094053916003,38.976662529174135
2024-09-01 03:50:00,121,97.06457069433276,36.30839110439117
2024-09-01 03:51:00,175,87.44672012675018,38.687872502033315
2024-09-01 03:52:00,136,88.7380565588693,35.76013231934218
2024-09-01 03:53:00,164,90.12798402643526,35.75159007977761
2024-09-01 03:54:00,62,87.52390666507006,37.261342732172295
2024-09-01 03:55:00,162,93.7247699900951,35.20240033961871
2024-09-01 03:56:00,129,99.63175786202427,38.20401159054237
2024-09-01 03:57:00,131,96.42188250154238,36.75846100267221
2024-09-01 03:58:00,86,91.35080123601193,37.79678589341142
2024-09-01 03:59:00,68,85.06756721470433,35.698528813984076
2024-09-01 04:00:00,121,89.69914016707268,37.56942940314476
2024-09-01 04:01:00,96,92.90138931538323,37.37628261740677
2024-09-01 04:02:00,156,89.86376310777956,38.02264500767178
2024-09-01 04:03:00,110,86.6655238453579,36.18960517060388
2024-09-01 04:04:00,165,91.64147435292841,38.73266229988604
2024-09-01 04:05:00,103,88.79879225448575,38.84520427758293
2024-09-01 04:06:00,83,98.63848564692252,38.47249444488542
2024-09-01 04:07:00,138,86.52631792751524,37.28813506464217
2024-09-01 04:08:00,118,85.73728943087066,36.6811530826454
2024-09-01 04:09:00,177,85.07971253732293,35.23196967427982
2024-09-01 04:10:00,91,89.92104526728487,38.78891120584396
2024-09-01 04:11:00,155,94.90580257301333,38.807125374793465
2024-09-01 04:12:00,147,95.95620629322688,35.07475381991873
2024-09-01 04:13:00,164,91.79892525072584,36.42755018656288
2024-09-01 04:14:00,111,95.264929756829,38.52014547303305
2024-09-01 04:15:00,172,90.39871054323045,35.32340813215848
2024-09-01 04:16:00,121,95.01709329979926,35.78626550684083
2024-09-01 04:17:00,172,85.6089397795356,38.91470926727836
2024-09-01 04:18:00,117,90.86129476850506,38.389155248481394
2024-09-01 04:19:00,111,96.86274516449768,38.648253976335056
2024-09-01 04:20:00,71,97.04509045688502,35.568617674621265
2024-09-01 04:21:00,98,95.74223168313542,35.84526383586738
2024-09-01 04:22:00,61,88.06357930854797,37.421666337407
2024-09-01 04:23:00,62,88.7080767839595,37.00695288401079
2024-09-01 04:24:00,172,99.94133090896769,36.194013562188196
2024-09-01 04:25:00,160,86.5506701080294,38.53538519894899
2024-09-01 04:26:00,172,87.70994048353614,38.605554462142294
2024-09-01 04:27:00,115,86.95039383475199,36.16673604058644
2024-09-01 04:28:00,140,89.91482445525423,35.62301256236776
2024-09-01 04:29:00,118,88.15263752850885,35.59636968308126
2024-09-01 04:30:00,172,92.46531939321659,36.937700781567756
2024-09-01 04:31:00,61,92.1403106032018,35.53167398160541
2024-09-01 04:32:00,61,98.52258429176955,36.893360888380904
2024-09-01 04:33:00,151,85.52109921167173,36.84773629143943
2024-09-01 04:34:00,113,89.79819365001644,38.53644085282263
2024-09-01 04:35:00,146,93.94986837995636,36.18484175920015
2024-09-01 04:36:00,160,94.07202642765945,37.24260983456391
2024-09-01 04:37:00,155,92.20189343521314,37.97399945713639
2024-09-01 04:38:00,156,97.23498311221951,37.38365918019963
2024-09-01 04:39:00,60,85.94083257121689,38.81627137992055
2024-09-01 04:40:00,78,97.23231648370204,37.40910992199908
2024-09-01 04:41:00,61,92.42131360653555,38.607448713880444
2024-09-01 04:42:00,112,87.00641042615503,35.980225557014975
2024-09-01 04:43:00,103,98.28552870310716,37.243011091117744
2024-09-01 04:44:00,149,94.73843169311445,37.17322370626662
2024-09-01 04:45:00,91,87.45318530236209,38.957808440560335
2024-09-01 04:46:00,129,85.5047458509854,35.818025253596495
2024-09-01 04:47:00,91,87.11664472498974,35.56397359346391
2024-09-01 04:48:00,178,94.1319694027059,37.44668831052168
2024-09-01 04:49:00,127,87.68944352890072,35.89476857332825
2024-09-01 04:50:00,114,88.38644612312542,37.55662138260116
2024-09-01 04:51:00,134,85.37709588634472,38.8899563540782
2024-09-01 04:52:00,115,95.84396008357905,38.78602398158983
2024-09-01 04:53:00,76,97.15546599639156,35.92441209857599
2024-09-01 04:54:00,97,96.95272265158185,35.6835853928486
2024-09-01 04:55:00,83,86.91352227046427,37.242957148650184
2024-09-01 04:56:00,128,98.54951691083139,37.3471091528926
2024-09-01 04:57:00,175,95.0841824421112,37.649000285522604
2024-09-01 04:58:00,157,98.46292933565297,37.96596370394723
2024-09-01 04:59:00,129,91.70740756795995,37.40382924268802
